a,b,c,d,e,f,g,h,i,j,k,l,m
ChatVideo Meet new people,DATING,4.2,63986,20M,"5,000,000+",True,0.0,Mature 17+,Dating,2018-05-31,3.0.15,4.0 and up
"TryDate - Free Online Dating App, Chat Meet Adults",DATING,4.4,7888,15M,"500,000+",True,0.0,Mature 17+,Dating,2018-04-29,2.4.0,4.1 and up
Black White Interracial Dating - Interracial Match,DATING,4.1,535,28M,"100,000+",True,0.0,Mature 17+,Dating,2018-03-29,2.0.0,4.1 and up
"USA Singles Meet, Match and Date Free - Date",DATING,4.2,5084,9.6M,"100,000+",True,0.0,Mature 17+,Dating,2018-08-03,1.55,4.1 and up
FlirtChat - ♥Free Dating/Flirting App♥,DATING,4.3,2430,13M,"500,000+",True,0.0,Mature 17+,Dating,2018-07-26,12.0.4,4.1 and up
OkCupid Dating,DATING,4.1,285726,15M,"10,000,000+",True,0.0,Mature 17+,Dating,2018-07-30,11.10.1,4.1 and up
CMB Free Dating App,DATING,4.0,48845,40M,"1,000,000+",True,0.0,Mature 17+,Dating,2018-08-01,4.19.0.2320,4.4 and up
"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4.1,2556,56M,"100,000+",True,0.0,Mature 17+,Dating,2018-08-01,2.5.2,4.1 and up
Hinge: Dating & Relationships,DATING,4.2,7779,12M,"500,000+",True,0.0,Mature 17+,Dating,2018-08-03,6.1.3,5.0 and up
The League,DATING,3.0,837,9.4M,"100,000+",True,0.0,Mature 17+,Dating,2018-07-16,1.15.0,4.4 and up
BBW Dating & Plus Size Chat,DATING,4.4,12632,29M,"1,000,000+",True,0.0,Mature 17+,Dating,2018-07-27,3.5.0.1,4.1 and up
Casual Dating & Adult Singles - Joyride,DATING,4.5,61637,11M,"5,000,000+",True,0.0,Mature 17+,Dating,2018-07-31,4.17.2,4.1 and up
EliteSingles – Dating for Single Professionals,DATING,2.5,5377,19M,"500,000+",True,0.0,Mature 17+,Dating,2018-07-31,4.8.5,4.0.3 and up
Clover Dating App,DATING,4.1,11633,23M,"500,000+",True,0.0,Mature 17+,Dating,2018-07-24,2.5.1,4.1 and up
"Moco - Chat, Meet People",DATING,4.2,313724,Varies with device,"10,000,000+",True,0.0,Mature 17+,Dating,2018-08-04,2.6.141,4.1 and up
"Herpes Dating: 1,000K+ Singles",DATING,4.0,738,27M,"10,000+",True,0.0,Mature 17+,Dating,2018-08-01,6.4.1,4.1 and up
Hot or Not - Find someone right now,DATING,4.1,305708,Varies with device,"10,000,000+",True,0.0,Mature 17+,Dating,2018-08-02,Varies with device,Varies with device
Just She - Top Lesbian Dating,DATING,1.9,953,19M,"100,000+",True,0.0,Mature 17+,Dating,2018-07-18,6.3.7,5.0 and up
Heart mill,DATING,3.3,4631,45M,"100,000+",True,0.0,Mature 17+,Dating,2018-08-04,5.2.14,5.0 and up
Once - Quality Matches Every day,DATING,4.4,222888,21M,"1,000,000+",True,0.0,Mature 17+,Dating,2018-07-17,2.45,4.1 and up
Sudy – Meet Elite & Rich Single,DATING,4.1,17268,40M,"500,000+",True,0.0,Mature 17+,Dating,2018-06-25,4.1.2,4.0.3 and up
"muzmatch: Muslim & Arab Singles, Marriage & Dating",DATING,3.8,5164,25M,"100,000+",True,0.0,Mature 17+,Dating,2018-07-24,3.8.75a,4.0.3 and up
95Live -SG#1 Live Streaming App,DATING,4.1,4953,15M,"1,000,000+",True,0.0,Teen,Dating,2018-08-01,8.7.2,4.2 and up
"Chispa, the Dating App for Latino, Latina Singles",DATING,4.2,4195,24M,"100,000+",True,0.0,Mature 17+,Dating,2018-07-25,1.6.1,4.4 and up
"Blendr - Chat, Flirt & Meet",DATING,4.0,28671,Varies with device,"1,000,000+",True,0.0,Mature 17+,Dating,2018-08-01,Varies with device,Varies with device
Find Real Love — YouLove Premium Dating,DATING,4.5,212626,11M,"10,000,000+",True,0.0,Mature 17+,Dating,2018-07-31,4.17.2,4.1 and up
Mutual - LDS Dating,DATING,3.7,1439,38M,"50,000+",True,0.0,Mature 17+,Dating,2018-07-30,1.1.46,4.2 and up
Cougar Dating Life : Date Older Women Sugar Mummy,DATING,3.9,1645,31M,"500,000+",True,0.0,Mature 17+,Dating,2018-07-03,4.5.5,4.1 and up
stranger chat - anonymous chat,DATING,3.5,13204,6.1M,"1,000,000+",True,0.0,Mature 17+,Dating,2018-07-07,2.4.1,4.1 and up
Millionaire Match: Rich Singles Dating App,DATING,3.9,853,27M,"100,000+",True,0.0,Mature 17+,Dating,2018-07-30,6.4.6,4.1 and up
2RedBeans,DATING,4.0,337,32M,"10,000+",True,0.0,Mature 17+,Dating,2018-07-31,2.8.0,4.3 and up
Dating for 50 plus Mature Singles – FINALLY,DATING,4.6,13049,13M,"500,000+",True,0.0,Mature 17+,Dating,2018-07-31,4.17.2,4.1 and up
"SweetRing - Meet, Match, Date",DATING,4.0,51698,63M,"1,000,000+",True,0.0,Mature 17+,Dating,2018-07-26,3.0.0,4.0.3 and up
"BiggerCity: Chat for gay bears, chubs & chasers",DATING,4.1,923,44M,"100,000+",True,0.0,Mature 17+,Dating,2018-08-02,3.4.1.1,4.1 and up
"Moco+ - Chat, Meet People",DATING,4.2,1546,Varies with device,"10,000+",False,3.99,Mature 17+,Dating,2018-06-19,2.6.139,4.1 and up
SilverSingles: The 50+ Dating App,DATING,3.3,149,16M,"10,000+",True,0.0,Mature 17+,Dating,2018-07-31,4.8.5,4.0.3 and up
Herpes Positive Singles Dating,DATING,4.4,198,28M,"10,000+",True,0.0,Mature 17+,Dating,2018-05-18,5.5.7,4.1 and up
"Chat Rooms, Avatars, Date - Galaxy",DATING,4.3,135420,Varies with device,"10,000,000+",True,0.0,Mature 17+,Dating,2018-07-07,Varies with device,Varies with device
"FastMeet: Chat, Dating, Love",DATING,4.2,22545,5.9M,"1,000,000+",True,0.0,Mature 17+,Dating,2018-07-27,1.31.4,4.0.3 and up
Christian Dating For Free App,DATING,3.9,8723,13M,"500,000+",True,0.0,Mature 17+,Dating,2018-06-20,15.8,4.1 and up
Glam - Premium Dating App,DATING,4.3,23170,9.0M,"500,000+",True,0.0,Mature 17+,Dating,2018-07-25,1.5.4.0,4.1 and up
"iDates - Chats, Flirts, Dating, Love & Relations",DATING,3.4,13890,20M,"500,000+",True,0.0,Mature 17+,Dating,2018-06-19,4.9.2 (Oasis),4.2 and up
"Meet24 - Love, Chat, Singles",DATING,4.2,57083,7.9M,"1,000,000+",True,0.0,Mature 17+,Dating,2018-07-27,1.31.3,4.0.3 and up
Black White Interracial Dating - Interracial Match,DATING,4.1,537,28M,"100,000+",True,0.0,Mature 17+,Dating,2018-03-29,2.0.0,4.1 and up
JustDating,DATING,4.0,13440,49M,"500,000+",True,0.0,Mature 17+,Dating,2018-08-03,3.10.5,4.0.3 and up
Interracial Match Dating App,DATING,3.6,143,27M,"10,000+",True,0.0,Mature 17+,Dating,2018-07-23,2.2.7,4.1 and up
Russian Dating & Chat for Russian speaking RusDate,DATING,4.2,1059,18M,"100,000+",True,0.0,Mature 17+,Dating,2018-07-26,1.17,4.2 and up
Sky People (SPI): A secure blind date through authentication by Seoul National University,DATING,3.5,894,14M,"100,000+",True,0.0,Mature 17+,Dating,2018-07-17,3.1.3,4.1 and up
Sweet mi - unlimited hunnam hunting blind date,DATING,4.0,6191,27M,"500,000+",True,0.0,Mature 17+,Dating,2018-07-12,0.0.73,4.1 and up
Gay Sugar Daddy Dating & Hookup – Sudy Gay,DATING,4.1,2212,41M,"100,000+",True,0.0,Mature 17+,Dating,2018-06-20,2.0.5,4.0.3 and up
Mingle - Online Dating App to Chat & Meet People,DATING,4.1,15081,38M,"1,000,000+",True,0.0,Mature 17+,Dating,2018-07-26,4.7.6,4.1 and up
Adult Dirty Emojis,DATING,2.8,80,5.5M,"10,000+",True,0.0,Teen,Dating,2017-11-06,1.0,4.0.3 and up
BBW Dating & Curvy Singles Chat- LargeFriends,DATING,4.4,218,27M,"10,000+",True,0.0,Mature 17+,Dating,2018-07-23,5.2.9,4.1 and up
"Hide App, Private Dating, Safe Chat - PrivacyHider",DATING,4.4,35205,7.2M,"1,000,000+",True,0.0,Everyone,Dating,2018-05-21,2.9.6,4.0 and up
Hitwe - meet people and chat,DATING,4.2,243950,21M,"10,000,000+",True,0.0,Mature 17+,Dating,2018-05-10,4.3.2,4.1 and up
A hundred,DATING,4.1,236,8.8M,"10,000+",True,0.0,Mature 17+,Dating,2018-03-29,3.9.2,4.0.3 and up
JustSayHi- Dating App. Chat & Meet Singles Nearby,DATING,4.2,5152,38M,"100,000+",True,0.0,Mature 17+,Dating,2018-07-26,3.6.3,4.1 and up
FERZU - Furries Social Network,DATING,3.9,1576,Varies with device,"10,000+",True,0.0,Mature 17+,Dating,2018-02-16,4.4.1,4.1 and up
WannaMeet – Dating & Chat App,DATING,4.1,6701,11M,"1,000,000+",True,0.0,Mature 17+,Dating,2018-06-29,5.16.2,4.0.3 and up
"Meet4U - Chat, Love, Singles!",DATING,4.2,40039,6.5M,"1,000,000+",True,0.0,Mature 17+,Dating,2018-07-27,1.31.3,4.0.3 and up
Luxy Pro- Elite Dating Single,DATING,3.9,742,26M,"50,000+",True,0.0,Mature 17+,Dating,2018-04-07,5.3.3.13289,4.0.3 and up
Dating Network,DATING,4.0,187,19M,"10,000+",True,0.0,Mature 17+,Dating,2018-07-26,1.17,4.2 and up
"Chatting - Free chat, random chat, boyfriend, girlfriend",DATING,4.2,2506,6.1M,"500,000+",True,0.0,Mature 17+,Dating,2017-06-15,3.0.0,4.0 and up
"iPair-Meet, Chat, Dating",DATING,4.5,182986,77M,"5,000,000+",True,0.0,Mature 17+,Dating,2018-08-02,5.0.8,4.1 and up
"Meet, chat & date. Free dating app - Chocolate app",DATING,3.9,8661,9.5M,"1,000,000+",True,0.0,Mature 17+,Dating,2018-04-03,0.1.11,4.0 and up
Transenger – Ts Dating and Chat for Free,DATING,3.6,8,14M,"1,000+",True,0.0,Mature 17+,Dating,2018-07-29,1.4.0,4.4 and up
O-Star,DATING,4.4,59,38M,"5,000+",True,0.0,Everyone,Dating,2018-07-19,1.0.1,4.3 and up
Free Cam Girls - Live Webcam,DATING,3.5,35,16M,"1,000+",True,0.0,Mature 17+,Dating,2018-07-16,2.4,4.0.3 and up
Cardi B Live Stream Video Chat - Prank,DATING,4.4,28,3.4M,500+,True,0.0,Everyone,Dating,2018-07-16,2.5,4.0.3 and up
Live Girls Talk - Free Video Chat,DATING,4.8,125,4.7M,"5,000+",True,0.0,Mature 17+,Dating,2018-07-08,8.2,4.0.3 and up
Live Talk - Free Text and Video Chat,DATING,4.6,185,5.0M,"10,000+",True,0.0,Mature 17+,Dating,2018-07-16,8.2,4.0.3 and up
Chat Kids - Chat Room For Kids,DATING,4.7,6,4.9M,100+,True,0.0,Mature 17+,Dating,2018-07-24,1.0,4.0.3 and up
Girls Live Chat - Free Text & Video Chat,DATING,4.8,110,4.9M,"10,000+",True,0.0,Mature 17+,Dating,2018-07-09,8.2,4.0.3 and up
Random Video Chat,DATING,nan,3,16M,"1,000+",True,0.0,Mature 17+,Dating,2018-07-15,4.20,4.0.3 and up
MouseMingle,DATING,2.7,3,3.9M,100+,True,0.0,Mature 17+,Dating,2018-07-17,1.0.0,4.4 and up
American Girls Mobile Numbers,DATING,5.0,5,4.4M,"1,000+",True,0.0,Mature 17+,Dating,2018-07-17,3.0,4.0.3 and up
Random Video Chat App With Strangers,DATING,nan,3,4.8M,"1,000+",True,0.0,Mature 17+,Dating,2018-07-17,1.,4.0 and up
FREE VIDEO CHAT - LIVE VIDEO AND TEXT CHAT,DATING,4.8,84,4.5M,"1,000+",True,0.0,Mature 17+,Dating,2018-07-06,8.2,4.0.3 and up
Awake Dating,DATING,5.0,2,70M,100+,True,0.0,Mature 17+,Dating,2018-07-24,2.2.9,4.4 and up
Live Chat - Free Video Chat Rooms,DATING,4.8,20,4.9M,500+,True,0.0,Mature 17+,Dating,2018-07-15,8.2,4.0.3 and up
Meet With Strangers: Video Chat & Dating,DATING,nan,2,3.7M,500+,True,0.0,Mature 17+,Dating,2018-07-16,1.,4.0 and up
FREE LIVE TALK,DATING,4.9,776,4.9M,"5,000+",True,0.0,Mature 17+,Dating,2018-07-14,8.2,4.0.3 and up
Random Chat App with Strangers,DATING,3.0,2,16M,100+,True,0.0,Mature 17+,Dating,2018-07-17,2.5,4.0.3 and up
Ost. Zombies Cast - New Music and Lyrics,DATING,nan,1,4.6M,100+,True,0.0,Teen,Dating,2018-07-20,1.0,4.0.3 and up
Dating White Girls,DATING,nan,0,3.6M,50+,True,0.0,Mature 17+,Dating,2018-07-20,1.0,4.0 and up
Live Chat - Free Video Talk,DATING,4.7,14,21M,"5,000+",True,0.0,Mature 17+,Dating,2018-08-03,1.3,4.1 and up
Geeks Dating,DATING,nan,0,13M,50+,True,0.0,Mature 17+,Dating,2018-07-10,1.0,4.1 and up
Live chat - free video chat,DATING,nan,1,8.7M,500+,True,0.0,Mature 17+,Dating,2018-07-23,3.52,4.0.3 and up
House party - live chat,DATING,1.0,1,9.2M,10+,True,0.0,Mature 17+,Dating,2018-07-31,3.52,4.0.3 and up
Fishing Brain & Boating Maps Marine,DATING,nan,3,6.9M,500+,True,0.0,Everyone,Dating,2018-07-23,1.0,4.0.3 and up
CAM5678 Video Chat,DATING,nan,0,39M,500+,True,0.0,Mature 17+,Dating,2018-07-13,5.5.8,4.0.3 and up
Video chat live advices,DATING,nan,0,8.0M,100+,True,0.0,Everyone,Dating,2018-07-10,1.0,3.0 and up
chat live chat,DATING,nan,24,3.9M,"1,000+",True,0.0,Mature 17+,Dating,2018-07-26,1.0,4.0 and up
Pet Lovers Dating,DATING,nan,0,14M,10+,True,0.0,Mature 17+,Dating,2018-07-09,1.0,4.1 and up
Friend Find: free chat + flirt dating app,DATING,nan,23,11M,100+,True,0.0,Mature 17+,Dating,2018-07-31,1.0,4.4 and up
Latin Dating,DATING,nan,0,13M,10+,True,0.0,Mature 17+,Dating,2018-07-09,1.0,4.1 and up
Spine- The dating app,DATING,5.0,5,9.3M,500+,True,0.0,Teen,Dating,2018-07-14,4.0,4.0.3 and up
Online Chat Girls Meet,DATING,4.7,18,5.0M,500+,True,0.0,Mature 17+,Dating,2018-07-25,8.2,4.0.3 and up
Wifi Mingle,DATING,nan,0,10.0M,10+,True,0.0,Everyone,Dating,2018-07-27,1.3,4.4 and up
Girls Live Talk - Free Text and Video Chat,DATING,5.0,6,5.0M,100+,True,0.0,Mature 17+,Dating,2018-08-01,8.2,4.0.3 and up
Soy Luna - Top Music And Lyrics,DATING,nan,1,5.0M,100+,True,0.0,Teen,Dating,2018-07-24,1.0,4.0.3 and up
When Will You Get Married,DATING,nan,2,3.6M,10+,True,0.0,Everyone,Dating,2018-07-14,1.0,4.0.3 and up
HOW TO ASK A GIRL OUT,DATING,nan,0,19M,10+,True,0.0,Everyone,Dating,2018-07-16,1.0,4.0.3 and up
Online Girls Chat Group,DATING,5.0,5,5.0M,100+,True,0.0,Mature 17+,Dating,2018-08-02,8.2,4.0.3 and up
The DJ - Match with People,DATING,nan,0,9.8M,50+,True,0.0,Mature 17+,Dating,2018-08-02,1.2,4.1 and up
Toronto Dating,DATING,nan,0,14M,100+,True,0.0,Mature 17+,Dating,2018-07-12,1.0,4.1 and up
i miss you quotes and photos,DATING,nan,0,5.0M,100+,True,0.0,Everyone,Dating,2018-07-22,1.0.7,4.0 and up
JoJo Siwa Top Hits Music,DATING,nan,0,4.9M,10+,True,0.0,Teen,Dating,2018-07-26,1.0,4.0.3 and up
UK Girls Mobile Numbers,DATING,3.0,1,5.5M,500+,True,0.0,Mature 17+,Dating,2018-07-19,1.0,4.0.3 and up
chat saudi arabia,DATING,4.1,11,11M,"1,000+",True,0.0,Mature 17+,Dating,2018-07-14,1.1,4.0 and up
Chat Click - Dating Search,DATING,nan,4,3.8M,500+,True,0.0,Mature 17+,Dating,2018-07-11,1.0,3.0 and up
Iraq love chat,DATING,nan,14,5.0M,50+,True,0.0,Teen,Dating,2018-08-03,8.2,4.0.3 and up
Healthy Relationships Guide,DATING,nan,0,8.2M,1+,True,0.0,Everyone,Dating,2018-07-31,2.0,4.0.3 and up
following,DATING,nan,1,21M,10+,True,0.0,Mature 17+,Dating,2018-07-24,1.0.3,4.2 and up
Gods by Night,DATING,nan,104,12M,"1,000+",True,0.0,Mature 17+,Dating,2018-07-22,3.5.4.2.3,4.1 and up
PlusOne,DATING,nan,0,10M,1+,True,0.0,Mature 17+,Dating,2018-07-17,1.1.1,4.2 and up
Love Calendar - Couple Sharing Calendar & CoupleDay,DATING,nan,14,3.3M,50+,True,0.0,Everyone,Dating,2018-07-30,1.6,4.1 and up
Speeding Joyride & Car Meet App,DATING,5.0,3,25M,100+,True,0.0,Mature 17+,Dating,2018-07-20,1.2.9,4.1 and up
LOBSTR - go on a lunch date,DATING,3.7,101,15M,"10,000+",True,0.0,Mature 17+,Dating,2018-07-24,2,4.1 and up
Titanic App - Feminist Dating Application,DATING,4.5,120,10M,500+,True,0.0,Mature 17+,Dating,2018-08-04,1.5-beta,5.0 and up
French Chat Room,DATING,4.2,24,4.9M,"1,000+",True,0.0,Mature 17+,Dating,2018-07-11,1.0,4.0.3 and up
Soul Mate,DATING,nan,0,4.4M,10+,True,0.0,Mature 17+,Dating,2018-07-19,4.5.0,4.0.3 and up
Diamond Engagement Rings,DATING,nan,0,3.5M,5+,True,0.0,Everyone,Dating,2018-07-12,6.1,4.0 and up
Dating Tips For Men,DATING,nan,0,7.8M,10+,True,0.0,Everyone,Dating,2018-07-09,3.0,4.0.3 and up
Halalguur,DATING,4.3,6,9.0M,100+,True,0.0,Mature 17+,Dating,2018-07-26,3.7,4.0.3 and up
95Live -SG#1 Live Streaming App,DATING,4.1,4954,15M,"1,000,000+",True,0.0,Teen,Dating,2018-08-01,8.7.2,4.2 and up
Just She - Top Lesbian Dating,DATING,1.9,954,19M,"100,000+",True,0.0,Mature 17+,Dating,2018-07-18,6.3.7,5.0 and up
"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4.1,2560,56M,"100,000+",True,0.0,Mature 17+,Dating,2018-08-01,2.5.2,4.1 and up
O-Star,DATING,4.4,59,38M,"5,000+",True,0.0,Everyone,Dating,2018-07-19,1.0.1,4.3 and up
Random Video Chat,DATING,nan,3,16M,"1,000+",True,0.0,Mature 17+,Dating,2018-07-15,4.20,4.0.3 and up
Black People Meet Singles Date,DATING,3.9,10212,5.0M,"1,000,000+",True,0.0,Mature 17+,Dating,2018-07-25,1.9.7,4.4 and up
Howlr,DATING,3.9,105,27M,"5,000+",True,0.0,Mature 17+,Dating,2018-06-19,1.0.4,4.4 and up
Find Lover,DATING,nan,21,4.7M,"1,000+",True,0.0,Mature 17+,Dating,2018-07-27,1.0.2,4.0.3 and up
Free Dating & Flirt Chat - Choice of Love,DATING,4.0,42197,Varies with device,"5,000,000+",True,0.0,Mature 17+,Dating,2018-07-24,Varies with device,Varies with device
Cardi B Live Stream Video Chat - Prank,DATING,4.4,28,3.4M,500+,True,0.0,Everyone,Dating,2018-07-16,2.5,4.0.3 and up
Chat Kids - Chat Room For Kids,DATING,4.7,6,4.9M,100+,True,0.0,Mature 17+,Dating,2018-07-24,1.0,4.0.3 and up
"muzmatch: Muslim & Arab Singles, Marriage & Dating",DATING,3.8,5168,25M,"100,000+",True,0.0,Mature 17+,Dating,2018-07-24,3.8.75a,4.0.3 and up
BBW Dating & Plus Size Chat,DATING,4.4,12633,29M,"1,000,000+",True,0.0,Mature 17+,Dating,2018-07-27,3.5.0.1,4.1 and up
"2Date Dating App, Love and matching",DATING,4.4,41605,8.1M,"500,000+",True,0.0,Mature 17+,Dating,2018-07-26,4.813,4.0.3 and up
Transenger – Ts Dating and Chat for Free,DATING,3.6,8,14M,"1,000+",True,0.0,Mature 17+,Dating,2018-07-29,1.4.0,4.4 and up
BBW Dating & Curvy Singles Chat- LargeFriends,DATING,4.4,218,27M,"10,000+",True,0.0,Mature 17+,Dating,2018-07-23,5.2.9,4.1 and up
MouseMingle,DATING,2.7,3,3.9M,100+,True,0.0,Mature 17+,Dating,2018-07-17,1.0.0,4.4 and up
FlirtChat - ♥Free Dating/Flirting App♥,DATING,4.3,2433,13M,"500,000+",True,0.0,Mature 17+,Dating,2018-07-26,12.0.4,4.1 and up
Live Talk - Free Text and Video Chat,DATING,4.6,185,5.0M,"10,000+",True,0.0,Mature 17+,Dating,2018-07-16,8.2,4.0.3 and up
Adult Dirty Emojis,DATING,2.8,80,5.5M,"10,000+",True,0.0,Teen,Dating,2017-11-06,1.0,4.0.3 and up
Free Cam Girls - Live Webcam,DATING,3.5,35,16M,"1,000+",True,0.0,Mature 17+,Dating,2018-07-16,2.4,4.0.3 and up
Random Video Chat App With Strangers,DATING,nan,3,4.8M,"1,000+",True,0.0,Mature 17+,Dating,2018-07-17,1.,4.0 and up
Teenage Chat & Dating,DATING,3.4,5,14M,500+,True,0.0,Mature 17+,Dating,2018-07-09,1.2,4.1 and up
Live Girls Talk - Free Video Chat,DATING,4.8,125,4.7M,"5,000+",True,0.0,Mature 17+,Dating,2018-07-08,8.2,4.0.3 and up
Girls Online Talk - Free Text and Video Chat,DATING,4.7,791,3.7M,"10,000+",True,0.0,Mature 17+,Dating,2018-05-15,8.2,4.0.3 and up
Girls Live Chat - Free Text & Video Chat,DATING,4.8,110,4.9M,"10,000+",True,0.0,Mature 17+,Dating,2018-07-09,8.2,4.0.3 and up
Online Girls Chat,DATING,4.8,5323,3.5M,"50,000+",True,0.0,Mature 17+,Dating,2018-04-21,8.2,4.0.3 and up
LIVE VIDEO TALK,DATING,4.7,478,4.5M,"10,000+",True,0.0,Mature 17+,Dating,2018-06-28,8.2,4.0.3 and up
Free Dating App - Meet Local Singles - Flirt Chat,DATING,4.1,825,Varies with device,"100,000+",True,0.0,Mature 17+,Dating,2017-12-28,1.0.5,4.0 and up
SkyLove – Dating and chat,DATING,3.5,69,36M,"5,000+",True,0.0,Mature 17+,Dating,2018-08-04,1.0.82,4.4 and up
Free Live Talk-Video Call,DATING,4.7,158,4.5M,"10,000+",True,0.0,Mature 17+,Dating,2018-07-05,8.2,4.0.3 and up
FindLoving,DATING,3.8,24,19M,"1,000+",True,0.0,Mature 17+,Dating,2018-08-02,1.0.5,4.0 and up
Sugar Daddies Dating App,DATING,2.9,53,14M,"10,000+",True,0.0,Mature 17+,Dating,2018-07-10,4.1,4.1 and up
"iPair-Meet, Chat, Dating",DATING,4.5,182986,77M,"5,000,000+",True,0.0,Mature 17+,Dating,2018-08-02,5.0.8,4.1 and up
Free Dating Hook Up Messenger,DATING,3.3,1157,21M,"100,000+",True,0.0,Mature 17+,Dating,2017-01-27,5.0.1,4.2 and up
"Free Dating App - YoCutie - Flirt, Chat & Meet",DATING,4.1,97699,7.9M,"1,000,000+",True,0.0,Mature 17+,Dating,2018-07-10,1.230,4.0.3 and up
"Chat Mexico: meet people, flirt and friendship",DATING,nan,8,9.3M,"5,000+",True,0.0,Mature 17+,Dating,2018-07-02,3.7,4.0.3 and up
Duolingo: Learn Languages Free,EDUCATION,4.7,6289924,Varies with device,"100,000,000+",True,0.0,Everyone,Education;Education,2018-08-01,Varies with device,Varies with device
TED,EDUCATION,4.6,181893,18M,"10,000,000+",True,0.0,Everyone 10+,Education,2018-07-27,3.2.5,4.1 and up
English Communication - Learn English for Chinese (Learn English for Chinese),EDUCATION,4.7,2544,18M,"100,000+",True,0.0,Everyone,Education,2017-12-29,3.1,4.0 and up
Khan Academy,EDUCATION,4.6,85375,21M,"5,000,000+",True,0.0,Everyone,Education,2018-07-27,5.0.0,4.1 and up
Learn English with Wlingua,EDUCATION,4.7,314299,3.3M,"10,000,000+",True,0.0,Everyone,Education,2018-05-02,1.94.9,4.0 and up
Ai La Trieu Phu - ALTP Free,EDUCATION,nan,776,24M,"100,000+",True,0.0,Everyone,Education,2018-07-23,1.5,4.0 and up
Princess Coloring Book,EDUCATION,4.5,9770,39M,"5,000,000+",True,0.0,Everyone,Education;Creativity,2018-02-25,1.2.8,4.0 and up
Learn Spanish - Español,EDUCATION,4.7,32346,3.2M,"1,000,000+",True,0.0,Everyone,Education,2017-12-18,1.3.8,4.0 and up
English Grammar Test,EDUCATION,4.8,4075,5.1M,"500,000+",True,0.0,Everyone,Education,2018-06-22,2.1.8,4.0.3 and up
Speed Reading,EDUCATION,4.6,10611,11M,"500,000+",True,0.0,Everyone,Education,2018-05-27,2.3.7,4.0 and up
English for beginners,EDUCATION,4.6,9321,27M,"1,000,000+",True,0.0,Everyone,Education,2018-07-18,2.9.0,4.0 and up
Flame - درب عقلك يوميا,EDUCATION,4.6,56065,37M,"1,000,000+",True,0.0,Everyone,Education,2018-07-26,3.3,4.1 and up
Mermaids,EDUCATION,4.2,14286,Varies with device,"5,000,000+",True,0.0,Everyone,Education;Creativity,2018-04-26,Varies with device,4.1 and up
"Learn Japanese, Korean, Chinese Offline & Free",EDUCATION,4.9,133136,26M,"1,000,000+",True,0.0,Everyone,Education;Education,2018-07-20,2.16.11.10,4.2 and up
Kids Mode,EDUCATION,3.8,2469,11M,"500,000+",True,0.0,Everyone,Education,2018-03-23,Varies with device,Varies with device
PBS KIDS Video,EDUCATION,4.2,36212,Varies with device,"5,000,000+",True,0.0,Everyone,Education;Music & Video,2018-07-12,Varies with device,Varies with device
Dinosaurs Coloring Pages,EDUCATION,4.4,390,41M,"500,000+",True,0.0,Everyone,Education;Education,2018-02-03,1.1.6,4.0 and up
Cars Coloring Pages,EDUCATION,4.4,1090,49M,"1,000,000+",True,0.0,Everyone,Education;Creativity,2018-02-03,1.2.0,4.0 and up
Babbel – Learn Languages,EDUCATION,4.3,266948,21M,"10,000,000+",True,0.0,Everyone,Education,2018-07-30,20.7.2,4.4 and up
Math Tricks,EDUCATION,4.5,342918,8.1M,"10,000,000+",True,0.0,Everyone,Education,2018-07-29,2.24,4.0 and up
Monster Truck Driver & Racing,EDUCATION,4.4,748,51M,"1,000,000+",True,0.0,Everyone,Education;Action & Adventure,2017-01-19,1.0.9,2.3 and up
Learn English Words Free,EDUCATION,4.6,172640,14M,"5,000,000+",True,0.0,Everyone,Education,2018-05-02,2.6.2,4.1 and up
Japanese / English one-shop search dictionary - Free Japanese - English - Japanese dictionary application,EDUCATION,3.9,61,18M,"50,000+",True,0.0,Mature 17+,Education,2018-05-28,1.4.2,5.0 and up
English speaking texts,EDUCATION,4.4,1619,3.0M,"1,000,000+",True,0.0,Everyone,Education,2018-07-20,1.2,1.6 and up
Thai Handwriting,EDUCATION,4.3,3168,19M,"1,000,000+",True,0.0,Everyone,Education,2017-10-26,3.1,4.4 and up
THAI DICT 2018,EDUCATION,4.4,29855,Varies with device,"1,000,000+",True,0.0,Mature 17+,Education,2018-07-29,Varies with device,Varies with device
Kanji test · Han search Kanji training (free version),EDUCATION,4.2,6736,22M,"1,000,000+",True,0.0,Mature 17+,Education,2017-10-17,2.51.0,4.0.3 and up
Game for KIDS: KIDS match'em,EDUCATION,4.4,7005,6.9M,"1,000,000+",True,0.0,Everyone,Education,2016-10-23,1.17,2.3 and up
Flippy Campus - Buy & sell on campus at a discount,EDUCATION,4.0,889,7.4M,"500,000+",True,0.0,Everyone,Education,2018-03-09,2.2.4,4.2 and up
Free intellectual training game application |,EDUCATION,4.2,5741,84M,"1,000,000+",True,0.0,Everyone,Education;Pretend Play,2018-07-25,3.7.0,4.4 and up
ABC Preschool Free,EDUCATION,3.8,27572,25M,"5,000,000+",True,0.0,Everyone,Education;Education,2017-10-25,3.0,2.3 and up
PINKFONG Baby Shark,EDUCATION,4.5,10852,18M,"1,000,000+",True,0.0,Everyone,Education,2017-11-28,10,4.1 and up
