a,b,c,d,e,f,g,h,i,j,k,l,m
"AS - Diario online deportivo. Fútbol, motor y más",NEWS_AND_MAGAZINES,nan,0,6.0M,50+,True,0.0,Everyone,News & Magazines,2018-06-24,7.8,4.1 and up
SleepCloud Backup for Sleep as Android,LIFESTYLE,4.2,2563,Varies with device,"100,000+",True,0.0,Everyone,Lifestyle,2018-06-26,Varies with device,Varies with device
AS Guía de las Ligas 2017-2018,SPORTS,4.1,4374,53M,"100,000+",True,0.0,Everyone,Sports,2017-09-14,1.0.10,4.1 and up
Sleep as Android Unlock,LIFESTYLE,4.5,23966,872k,"1,000,000+",False,5.99,Everyone,Lifestyle,2018-06-27,20180608,4.0 and up
Sleep as Android Gear Addon,HEALTH_AND_FITNESS,2.8,961,1.3M,"100,000+",True,0.0,Everyone,Health & Fitness,2018-02-27,1.5,4.0 and up
Sleep as Android Garmin Addon,HEALTH_AND_FITNESS,2.6,114,1.6M,"10,000+",True,0.0,Everyone,Health & Fitness,2018-06-20,20180620,2.3 and up
"Sleep as Android: Sleep cycle tracker, smart alarm",LIFESTYLE,4.3,246201,Varies with device,"10,000,000+",True,0.0,Everyone,Lifestyle,2018-07-23,Varies with device,Varies with device
Sonic the Hedgehog™ Classic,GAME,4.4,125652,56M,"10,000,000+",True,0.0,Everyone,Action,2018-06-18,3.3.0,4.2 and up
The Aether: Life as a God,FAMILY,4.1,1407,3.4M,"100,000+",True,0.0,Everyone 10+,Role Playing,2018-03-12,1.0.5,4.0 and up
CAPTCHA Pack for Sleep as Android,LIFESTYLE,4.0,448,3.1M,"50,000+",True,0.0,Everyone,Lifestyle,2018-06-08,1.3,2.3 and up
Pacific Navy Fighter C.E. (AS),GAME,4.3,11379,20M,"500,000+",True,0.0,Everyone 10+,Arcade,2018-07-29,1.4,4.0.3 and up
Lullaby Add-on for Sleep as Android,HEALTH_AND_FITNESS,3.9,2057,6.2M,"50,000+",False,1.99,Everyone,Health & Fitness,2017-10-18,2.4,4.0 and up
Sleep as Microsoft Band Add-On,LIFESTYLE,3.5,28,121k,"1,000+",True,0.0,Everyone,Lifestyle,2016-01-23,1.0.0.8,4.2 and up
Ear Agent: Super Hearing,COMMUNICATION,3.7,42329,Varies with device,"5,000,000+",True,0.0,Everyone,Communication,2018-06-04,Varies with device,Varies with device
Ninja Turtles: Legends,FAMILY,4.3,344283,95M,"10,000,000+",True,0.0,Teen,Role Playing,2017-12-18,1.11.39,4.1 and up
Timely Alarm Clock,LIFESTYLE,4.3,258717,9.4M,"10,000,000+",True,0.0,Everyone,Lifestyle,2017-09-25,1.3.1,4.0.3 and up
PDF Viewer & Book Reader,PRODUCTIVITY,4.1,40437,Varies with device,"5,000,000+",True,0.0,Everyone,Productivity,2018-02-06,Varies with device,Varies with device
My OldBoy! Free - GBC Emulator,GAME,4.2,51787,Varies with device,"5,000,000+",True,0.0,Everyone,Arcade,2018-01-12,Varies with device,Varies with device
My Boy! Free - GBA Emulator,GAME,4.3,531074,2.5M,"10,000,000+",True,0.0,Everyone,Arcade,2018-01-09,Varies with device,Varies with device
Google Voice,COMMUNICATION,4.2,171052,Varies with device,"10,000,000+",True,0.0,Everyone,Communication,2018-08-03,Varies with device,Varies with device
Choices: Stories You Play,FAMILY,4.6,807155,93M,"10,000,000+",True,0.0,Teen,Simulation,2018-07-30,2.3.5,4.0.3 and up
Samsung Health,HEALTH_AND_FITNESS,4.3,480208,70M,"500,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-31,5.17.2.009,5.0 and up
WiFi Baby Monitor - NannyCam,VIDEO_PLAYERS,4.1,29867,1.7M,"5,000,000+",True,0.0,Everyone,Video Players & Editors,2017-05-24,3.1.0 (build 1210),2.3.3 and up
Maleficent Free Fall,FAMILY,4.4,450013,37M,"10,000,000+",True,0.0,Everyone,Puzzle,2018-07-11,5.9.0,4.2 and up
Star Wars™: Force Arena,FAMILY,4.4,228130,70M,"5,000,000+",True,0.0,Everyone 10+,Strategy,2018-07-19,3.1.4,4.1 and up
Runtastic Sleep Better: Sleep Cycle & Smart Alarm,HEALTH_AND_FITNESS,4.1,111465,Varies with device,"5,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-25,Varies with device,Varies with device
Google Pay,FINANCE,4.2,348132,Varies with device,"100,000,000+",True,0.0,Everyone,Finance,2018-07-26,2.70.206190089,Varies with device
Alarm Clock Plus★,LIFESTYLE,4.4,155693,Varies with device,"5,000,000+",True,0.0,Everyone,Lifestyle,2014-09-30,Varies with device,Varies with device
Image 2 Wallpaper,TOOLS,4.3,81668,Varies with device,"5,000,000+",True,0.0,Everyone,Tools,2016-12-26,Varies with device,Varies with device
PS4 Second Screen,FAMILY,2.4,11773,3.3M,"1,000,000+",True,0.0,Everyone,Entertainment,2018-06-13,18.6.2,4.1 and up
Alarm Clock: Stopwatch & Timer,PRODUCTIVITY,4.5,870928,16M,"50,000,000+",True,0.0,Everyone,Productivity,2018-06-08,5.9.6,4.1 and up
Ringtone Maker,PERSONALIZATION,4.3,495748,Varies with device,"50,000,000+",True,0.0,Everyone,Personalization,2018-07-29,Varies with device,Varies with device
SAMURAI vs ZOMBIES DEFENSE,GAME,4.5,407788,19M,"5,000,000+",True,0.0,Everyone,Action,2013-07-18,3.4.0,2.1 and up
Seen,FAMILY,4.5,118285,22M,"1,000,000+",True,0.0,Teen,Simulation,2018-05-24,1.2.1,4.1 and up
Google Allo,COMMUNICATION,4.3,347086,Varies with device,"10,000,000+",True,0.0,Everyone,Communication,2018-01-23,Varies with device,4.1 and up
Plants vs. Zombies™ Heroes,FAMILY,4.4,379245,68M,"10,000,000+",True,0.0,Everyone,Casual;Action & Adventure,2018-06-26,1.28.01,4.1 and up
CM FILE MANAGER HD,PRODUCTIVITY,4.3,144873,Varies with device,"10,000,000+",True,0.0,Everyone,Productivity,2016-01-24,3.5.0,Varies with device
Ringdroid,VIDEO_PLAYERS,4.4,326232,Varies with device,"50,000,000+",True,0.0,Everyone,Video Players & Editors,2016-12-03,Varies with device,Varies with device
Twilight: Blue light filter,HEALTH_AND_FITNESS,4.6,318134,Varies with device,"5,000,000+",True,0.0,Everyone,Health & Fitness,2018-05-29,Varies with device,Varies with device
AT&T THANKS®,FAMILY,3.4,2445,34M,"500,000+",True,0.0,Everyone,Entertainment,2018-07-11,1.4.0,5.0 and up
Galaxy at War Online,FAMILY,3.9,65119,46M,"1,000,000+",True,0.0,Everyone 10+,Strategy,2018-05-22,2.1.0,3.0 and up
Kingdoms at War: Hardcore PVP,FAMILY,4.3,34898,92M,"1,000,000+",True,0.0,Teen,Strategy,2018-06-28,4.05,4.0.3 and up
Five Nights at Freddy's 4 Demo,GAME,4.4,889425,45M,"10,000,000+",True,0.0,Teen,Action,2015-07-26,1.1,2.3 and up
Five Nights at Freddy's 3 Demo,GAME,4.5,1041836,50M,"10,000,000+",True,0.0,Teen,Action,2015-04-02,1.07,2.3 and up
Fandom: Five Nights at Freddys,FAMILY,4.4,17945,9.5M,"1,000,000+",True,0.0,Mature 17+,Entertainment,2018-06-06,2.9.8,4.4 and up
MLB At Bat,SPORTS,4.2,82857,Varies with device,"5,000,000+",True,0.0,Everyone,Sports,2018-07-30,Varies with device,Varies with device
Nights at Cube Pizzeria 3D – 2,GAME,4.0,47151,36M,"5,000,000+",True,0.0,Everyone 10+,Action,2017-12-26,2.4.0,4.3 and up
World at War: WW2 Strategy MMO,FAMILY,4.3,107765,78M,"5,000,000+",True,0.0,Everyone 10+,Strategy,2018-05-25,3.1.9,4.1 and up
HotelTonight: Book amazing deals at great hotels,TRAVEL_AND_LOCAL,4.4,57556,Varies with device,"5,000,000+",True,0.0,Everyone,Travel & Local,2018-07-31,Varies with device,Varies with device
Five Tries At Love Dating Sim,FAMILY,4.2,37165,22M,"1,000,000+",True,0.0,Teen,Simulation,2018-02-14,5.1.0,2.3 and up
Rivals at War: 2084,FAMILY,4.0,174127,48M,"5,000,000+",True,0.0,Teen,Simulation,2016-10-03,1.3,3.0 and up
Multiple Videos at Same Time,VIDEO_PLAYERS,4.4,4706,1.5M,"1,000,000+",True,0.0,Everyone,Video Players & Editors,2018-06-19,Z (Special Edition R9),4.4 and up
Five Nights at Freddy's 2,FAMILY,4.6,73919,40M,"500,000+",False,2.99,Teen,Strategy,2014-11-15,1.07,2.3 and up
Coloring Book at Five Nights,FAMILY,4.0,532,6.5M,"100,000+",True,0.0,Everyone,Educational,2017-06-06,1.6,2.3 and up
Rivals at War: Firefight,GAME,4.4,344819,51M,"5,000,000+",True,0.0,Teen,Action,2016-10-18,1.4,3.0 and up
Five nights at Minecraft,FAMILY,3.5,9335,12M,"1,000,000+",True,0.0,Everyone,Entertainment,2017-11-26,1.2,4.0.3 and up
Five Nights at Freddy's,GAME,4.6,100805,50M,"1,000,000+",False,2.99,Teen,Action,2014-12-02,1.85,2.3 and up
Nights at Cube Pizzeria 3D – 3,FAMILY,4.0,15875,40M,"1,000,000+",True,0.0,Teen,Simulation,2017-03-03,1.5,4.2 and up
7 Nights at Pixel Pizzeria - 2,GAME,4.0,23168,54M,"1,000,000+",True,0.0,Teen,Adventure,2018-07-09,1.3.0,4.4 and up
Nights at Slender Pizzeria 3D,GAME,4.1,2628,45M,"100,000+",True,0.0,Teen,Adventure,2017-05-22,1.1,4.2 and up
DIRECTV,FAMILY,4.1,235486,63M,"10,000,000+",True,0.0,Teen,Entertainment,2018-06-01,5.9.006,4.1 and up
One Night at Golden Freddy's,GAME,3.3,2717,4.0M,"100,000+",True,0.0,Teen,Action,2017-12-07,0.1,2.3 and up
DIRECTV for Tablets,FAMILY,3.9,24123,69M,"1,000,000+",True,0.0,Teen,Entertainment,2018-06-01,5.9.006,4.1 and up
Nights at Cube Pizzeria 3D – 4,GAME,4.1,7728,39M,"500,000+",True,0.0,Teen,Adventure,2018-07-17,1.5.0,4.4 and up
Five Nights at Neighbor House,GAME,4.2,2180,55M,"100,000+",True,0.0,Everyone 10+,Action,2018-01-26,1.1.0,4.2 and up
Asylum Night Shift - Five Nights Survival,GAME,4.0,59223,46M,"5,000,000+",True,0.0,Teen,Action,2018-06-26,1.6.5,4.1 and up
Five Nights at Freddy's: SL,GAME,4.5,16162,99M,"100,000+",False,2.99,Teen,Action,2017-04-06,1.2,2.3 and up
Two Nights at jumpscare,GAME,3.8,596,91M,"100,000+",True,0.0,Teen,Adventure,2017-08-17,1.0,4.1 and up
Five Nights at Pizzeria,GAME,3.5,1976,21M,"100,000+",True,0.0,Teen,Action,2018-03-03,1.6,4.1 and up
Block Battles: Heroes at War - Multiplayer PVP,GAME,4.3,6698,46M,"500,000+",True,0.0,Everyone 10+,Action,2016-05-14,1.0.1,2.3 and up
Five Nights at Freddy's 4,GAME,4.6,21266,45M,"100,000+",False,2.99,Teen,Action,2015-07-26,1.1,2.3 and up
Five Nights at Flappy's,GAME,4.7,4041,24M,"10,000+",True,0.0,Everyone,Arcade,2017-06-27,1.5.14,2.3.3 and up
5 Nights at Cube Pizzeria City,GAME,3.8,2691,52M,"100,000+",True,0.0,Teen,Adventure,2017-02-22,1.2,4.2 and up
Five Nights at Freddy's 3,GAME,4.7,27856,50M,"100,000+",False,2.99,Teen,Action,2015-04-02,1.07,2.3 and up
Undertale AU Amino,SOCIAL,4.8,5369,63M,"50,000+",True,0.0,Teen,Social,2018-07-13,1.8.19106,4.0.3 and up
au,FAMILY,3.2,9126,5.8M,"1,000,000+",True,0.0,Everyone,Strategy,2016-06-08,1.0.9,4.0 and up
Audiobooks from Audible,BOOKS_AND_REFERENCE,4.5,568922,Varies with device,"100,000,000+",True,0.0,Teen,Books & Reference,2018-08-01,Varies with device,Varies with device
Au Mobile: Audition Chính Hiệu,GAME,3.9,85278,23M,"1,000,000+",True,0.0,Mature 17+,Music,2018-07-17,1.8.0716,4.0.3 and up
AU Mobile Indonesia,GAME,3.6,16521,23M,"1,000,000+",True,0.0,Everyone,Music,2018-05-09,1.8.0502,2.3 and up
Au Bon Pain,FOOD_AND_DRINK,3.7,70,26M,"10,000+",True,0.0,Everyone,Food & Drink,2018-07-23,1.4,5.0 and up
Au Pair Legend,LIFESTYLE,4.4,28,8.8M,"1,000+",True,0.0,Everyone,Lifestyle,2018-07-19,3.5,5.0 and up
Super Dancer,GAME,4.1,91667,27M,"1,000,000+",True,0.0,Everyone,Arcade,2018-07-24,3.3,2.3 and up
AU Results - AU COE Corner,FAMILY,4.0,664,2.1M,"100,000+",True,0.0,Everyone,Education,2017-12-14,2.2.5,4.1 and up
"view.com.au - Buy, Rent or Research Real Estate",LIFESTYLE,3.1,212,12M,"50,000+",True,0.0,Everyone,Lifestyle,2017-09-26,2.1.4,4.1 and up
Au Weather Free,WEATHER,4.0,1185,5.0M,"100,000+",True,0.0,Everyone,Weather,2018-06-18,2.47.2,2.3 and up
BringGo AU & NZ,MAPS_AND_NAVIGATION,2.8,440,23M,"10,000+",False,0.99,Everyone,Maps & Navigation,2018-05-10,2.5.9,2.3.3 and up
AU Spark,FAMILY,3.7,681,8.2M,"10,000+",True,0.0,Everyone,Education,2018-08-01,5.06,4.4 and up
Rugby AU,SPORTS,2.7,17,14M,"1,000+",True,0.0,Everyone,Sports,2017-12-21,1.0.0,4.1 and up
Learners Test Free: AU Driver Knowledge Test (DKT),FAMILY,3.9,623,8.5M,"100,000+",True,0.0,Everyone,Education,2018-03-26,3.5,4.1 and up
"realestate.com.au - Buy, Rent & Sell Property",HOUSE_AND_HOME,3.8,14657,Varies with device,"1,000,000+",True,0.0,Everyone,House & Home,2018-07-16,Varies with device,Varies with device
Au-allstar for KR,GAME,3.6,2433,47M,"100,000+",True,0.0,Everyone,Music,2018-06-15,1.6.4,4.3 and up
STUCOR - AU,FAMILY,4.5,1827,12M,"100,000+",True,0.0,Everyone,Education,2018-06-05,1.3,4.1 and up
loans.com.au Smart Money,FINANCE,3.5,30,17M,"1,000+",True,0.0,Everyone,Finance,2018-05-27,1.4.0,4.1 and up
AU Students Zone (Result 2016),FAMILY,4.0,97,3.9M,"10,000+",True,0.0,Everyone,Education,2016-07-01,1.1,4.0 and up
Top #5 Bσσkie in AU,SPORTS,nan,0,10.0M,100+,True,0.0,Everyone,Sports,2017-12-06,1.0,4.0 and up
AU Results 2017 Auzone,FAMILY,3.8,762,4.1M,"100,000+",True,0.0,Everyone,Education,2017-02-01,2.0,4.0 and up
Au Pair,SOCIAL,3.6,58,15M,"10,000+",True,0.0,Everyone,Social,2017-08-14,1.3.0,4.2 and up
AU Call Blocker - Block Unwanted Calls Texts 2018,COMMUNICATION,4.2,16,3.3M,"1,000+",True,0.0,Everyone,Communication,2018-04-24,1.0.4,4.1 and up
realcommercial.com.au,BUSINESS,4.4,128,6.7M,"50,000+",True,0.0,Everyone,Business,2018-06-26,2.6.1,5.0 and up
Powershop AU,TOOLS,4.0,498,11M,"10,000+",True,0.0,Everyone,Tools,2018-07-12,1.35.1,4.0.3 and up
Australia Newspapers - AU News Apps,NEWS_AND_MAGAZINES,4.7,48,4.1M,"1,000+",True,0.0,Everyone,News & Magazines,2018-07-08,7.0.0,4.0.3 and up
news.com.au,NEWS_AND_MAGAZINES,nan,1,3.7M,100+,True,0.0,Everyone,News & Magazines,2018-07-23,1.1,4.0 and up
Media Sosial TNI AU,SOCIAL,nan,88,4.3M,"1,000+",True,0.0,Everyone,Social,2018-01-24,1.2,2.1 and up
Dance On Mobile,FAMILY,4.1,23609,31M,"1,000,000+",True,0.0,Teen,Casual,2018-04-13,1.26,4.0 and up
Super Dancer VN,GAME,4.0,24312,25M,"500,000+",True,0.0,Everyone,Music,2018-07-22,3.3,4.0.3 and up
Alerte au gogol,FAMILY,nan,14,2.0M,"1,000+",True,0.0,Everyone,Entertainment,2018-02-09,1.0.0.0,4.0 and up
Neuvaine au Saint-Esprit,LIFESTYLE,4.7,57,5.8M,"10,000+",True,0.0,Everyone,Lifestyle,2017-09-18,1.1,4.0 and up
Neuvaines et prières au Coeur Sacré de Jésus,LIFESTYLE,nan,17,3.7M,"5,000+",True,0.0,Everyone,Lifestyle,2017-09-05,1.1,4.0 and up
SMS Au revoir,FAMILY,nan,17,1.7M,"5,000+",True,0.0,Everyone,Entertainment,2018-01-15,2.0.0,4.0 and up
allhomes.com.au,HOUSE_AND_HOME,3.8,874,12M,"100,000+",True,0.0,Everyone,House & Home,2018-08-01,5.13.1,4.3 and up
Jobs in Canada - Emplois au Canada,BUSINESS,5.0,2,14M,"1,000+",True,0.0,Teen,Business,2018-08-05,1.1,4.2 and up
Predator Calls for Hunting AU,SPORTS,4.4,27,78M,"10,000+",True,0.0,Everyone,Sports,2016-08-03,1.0,4.0.3 and up
Romance et Mystères au Lycée,FAMILY,nan,350,6.4M,"10,000+",True,0.0,Teen,Entertainment,2017-02-23,1.0.0,4.0.3 and up
Au Rubis les bijoutiers,LIFESTYLE,nan,0,10M,100+,True,0.0,Everyone,Lifestyle,2018-07-24,1.00.33,4.1 and up
Love Dance,GAME,4.0,29462,44M,"1,000,000+",True,0.0,Teen,Music,2018-06-14,1.1.7,4.0 and up
mon guide au bank populaire -infos et instructions,FINANCE,nan,4,1.5M,"1,000+",True,0.0,Teen,Finance,2018-06-13,2.0,2.3 and up
Avatar Musik,GAME,3.8,159063,85M,"1,000,000+",True,0.0,Everyone,Music,2018-02-09,0.8.0,4.0 and up
Job'Of - Emploi au Cameroun,BUSINESS,4.1,294,9.8M,"10,000+",True,0.0,Everyone,Business,2018-07-05,4.1.2,4.0 and up
Mali 7 - Actualités au Mali,NEWS_AND_MAGAZINES,4.3,697,5.7M,"50,000+",True,0.0,Everyone,News & Magazines,2017-04-08,2.4,4.1 and up
Gâteau au yaourt,FOOD_AND_DRINK,nan,38,3.7M,"10,000+",True,0.0,Everyone,Food & Drink,2018-06-09,1.1.2,4.0.3 and up
AVG AntiVirus 2018 for Android Security,TOOLS,4.5,6207063,Varies with device,"100,000,000+",True,0.0,Everyone,Tools,2018-08-03,Varies with device,Varies with device
AV Tools,TOOLS,4.4,631,Varies with device,"100,000+",True,0.0,Everyone,Tools,2016-09-22,Varies with device,Varies with device
Total AV,PRODUCTIVITY,3.4,617,46M,"100,000+",True,0.0,Everyone,Productivity,2018-04-17,1.5.3,4.1 and up
日本AV历史,BOOKS_AND_REFERENCE,4.1,215,30M,"10,000+",True,0.0,Teen,Books & Reference,2018-03-06,1.2,4.0 and up
AV Buddy Free,FAMILY,4.1,25,47M,"5,000+",True,0.0,Everyone,Education,2017-03-08,1.2,4.1 and up
AV HD Video Player,FAMILY,3.8,6,23M,"1,000+",True,0.0,Everyone,Entertainment,2018-01-19,1.0,4.4 and up
AV Tools Pro,TOOLS,4.3,35,Varies with device,"1,000+",False,2.49,Everyone,Tools,2016-09-22,Varies with device,Varies with device
Avakin Life - 3D virtual world,FAMILY,4.4,1275373,91M,"10,000,000+",True,0.0,Teen,Role Playing,2018-07-03,1.021.10,4.1 and up
AV-IPTV,VIDEO_PLAYERS,4.4,43,44M,"1,000+",True,0.0,Everyone,Video Players & Editors,2018-04-27,1.0,4.1 and up
Video Player All Format,VIDEO_PLAYERS,4.8,258277,Varies with device,"10,000,000+",True,0.0,Everyone,Video Players & Editors,2018-08-03,Varies with device,4.3 and up
"HD Video Player (wmv,avi,mp4,flv,av,mpg,mkv)2017",VIDEO_PLAYERS,3.3,171,4.8M,"10,000+",True,0.0,Everyone,Video Players & Editors,2017-08-10,1.1,4.1 and up
Baby Monitor AV,COMMUNICATION,3.3,1434,9.5M,"100,000+",True,0.0,Everyone,Communication,2014-03-06,1.2.5,2.3 and up
HD Video Player - Video & MP3 Player | AV Player |,VIDEO_PLAYERS,4.4,22,19M,"5,000+",True,0.0,Everyone,Video Players & Editors,2018-03-06,1.0.1,4.0 and up
Remote for Onkyo AV Receivers & Smart TV/Blu-Ray,TOOLS,3.7,701,7.3M,"100,000+",True,0.0,Everyone,Tools,2018-07-31,Cow V3.15,4.3 and up
LG AV REMOTE,TOOLS,3.4,2420,1.8M,"1,000,000+",True,0.0,Everyone,Tools,2016-06-03,1.1.8,2.3.3 and up
App Seguridad AV Villas,FINANCE,2.3,251,5.7M,"50,000+",True,0.0,Everyone,Finance,2017-10-12,1.0.5,4.0 and up
Gogo Vision (Biz Av),FAMILY,3.3,11,7.3M,"1,000+",True,0.0,Teen,Entertainment,2017-08-23,3.4.0,4.1 and up
Ai-Ball AV Recorder,PHOTOGRAPHY,2.7,90,4.0M,"5,000+",False,2.99,Everyone,Photography,2017-10-19,13,2.3.3 and up
AV Phone,COMMUNICATION,nan,4,3.7M,"1,000+",True,0.0,Everyone,Communication,2018-07-09,2.1.9,5.1 and up
Norton Security and Antivirus,TOOLS,4.6,1170641,26M,"10,000,000+",True,0.0,Everyone,Tools,2018-07-26,4.2.1.4174,4.1 and up
AV Pro Voice Changer,FAMILY,3.5,174,5.6M,"50,000+",True,0.0,Everyone,Entertainment,2016-06-29,1.0.3,4.0 and up
Remote For Pioneer AV Receivers and Blu-Ray,TOOLS,3.4,150,7.3M,"50,000+",True,0.0,Everyone,Tools,2018-06-01,Cow V3.11,4.1 and up
AV Phonetics,FAMILY,4.3,259,49M,"10,000+",True,0.0,Everyone,Education,2017-02-22,1.3.2,4.0 and up
AV MAX,LIFESTYLE,4.1,9,8.7M,"1,000+",True,0.0,Everyone,Lifestyle,2018-07-18,7.2.2,4.1 and up
Kaspersky Mobile Antivirus: AppLock & Web Security,TOOLS,4.7,2598579,49M,"50,000,000+",True,0.0,Everyone,Tools,2018-07-24,11.17.4.1024,4.1 and up
"Mobile Security: Antivirus, Web Scan & App Lock",PRODUCTIVITY,4.4,574719,20M,"10,000,000+",True,0.0,Everyone,Productivity,2018-07-16,5.0.0.1442,4.1 and up
MyAV Remote for Denon & Marantz AV Receivers,LIFESTYLE,3.8,250,7.3M,"50,000+",True,0.0,Everyone,Lifestyle,2018-07-31,Cow V3.15,4.3 and up
EML UPnP-AV Control Point,VIDEO_PLAYERS,3.0,78,322k,"10,000+",True,0.0,Everyone,Video Players & Editors,2013-09-19,1.3,1.6 and up
Kinot & Eichah for Tisha B'Av,BOOKS_AND_REFERENCE,4.4,98,6.3M,"10,000+",True,0.0,Everyone,Books & Reference,2014-08-04,1.5,2.2 and up
Samsung TV AV Guide 2016,TOOLS,4.2,27,3.4M,"5,000+",True,0.0,Everyone,Tools,2016-05-17,1.1.6,4.0.3 and up
Professional AV Solution & Products information,PRODUCTIVITY,4.5,24,22M,"1,000+",True,0.0,Everyone,Productivity,2017-07-12,2.0.1,4.2 and up
AV High School District,FAMILY,3.5,91,25M,"10,000+",True,0.0,Everyone,Education,2018-04-05,5.2.002,4.1 and up
Bitdefender Antivirus Free,TOOLS,4.5,78629,6.3M,"1,000,000+",True,0.0,Everyone,Tools,2018-07-20,3.4.406,4.0.3 and up
DEER HUNTER 2018,GAME,4.3,955614,82M,"10,000,000+",True,0.0,Teen,Action,2018-06-26,5.1.2,3.0 and up
Kinot Tisha'a Be'av - Ashkenaz,LIFESTYLE,4.5,82,8.7M,"5,000+",True,0.0,Everyone,Lifestyle,2015-07-26,2.1,2.3.3 and up
AV Anthony's,FOOD_AND_DRINK,nan,0,10M,50+,True,0.0,Everyone,Food & Drink,2018-07-11,1.0.136,6.0 and up
"Avast Cleanup & Boost, Phone Cleaner, Optimizer",TOOLS,4.5,648380,24M,"10,000,000+",True,0.0,Everyone,Tools,2018-08-01,4.6.4,4.1 and up
AW - free video calls and chat,COMMUNICATION,4.0,7317,Varies with device,"1,000,000+",True,0.0,Teen,Communication,2018-07-04,1.0.08.73,4.0.3 and up
Aw Restaurant,FAMILY,4.8,4,43M,100+,True,0.0,Everyone,Casual,2018-02-06,1.0,4.0 and up
Nougat Android 7 Launcher : AW,PERSONALIZATION,nan,0,Varies with device,"100,000+",True,0.0,Everyone,Personalization,2017-03-17,Varies with device,Varies with device
AW Screen Recorder No Root,VIDEO_PLAYERS,4.3,1659,3.7M,"100,000+",True,0.0,Everyone,Video Players & Editors,2017-07-06,1.1,5.0 and up
A&W Restaurants,FOOD_AND_DRINK,1.7,14,13M,"1,000+",True,0.0,Everyone,Food & Drink,2018-06-06,2.7.0,4.1 and up
Add Watermark Free,PHOTOGRAPHY,4.3,18325,Varies with device,"1,000,000+",True,0.0,Everyone,Photography,2017-09-03,Varies with device,Varies with device
AW Tozer Devotionals - Daily,BOOKS_AND_REFERENCE,4.2,8,3.9M,"5,000+",True,0.0,Everyone,Books & Reference,2016-10-07,1.0,2.3 and up
AW Toolbox,BUSINESS,nan,3,13M,100+,False,19.9,Everyone,Business,2016-12-22,1.6.2,4.0 and up
Analog Clock AW Plus-7,TOOLS,4.2,725,3.0M,"100,000+",True,0.0,Everyone,Tools,2018-03-14,2.0,4.3 and up
Analog Clock AW-7,TOOLS,4.3,2158,3.0M,"100,000+",True,0.0,Everyone,Tools,2018-03-07,2.0,4.3 and up
MediBeat for AW - Android (1),HEALTH_AND_FITNESS,nan,2,Varies with device,500+,True,0.0,Everyone,Health & Fitness,2017-10-24,0.9.16,Varies with device
Armored Warfare: Assault,GAME,4.0,7718,46M,"100,000+",True,0.0,Everyone,Action,2018-08-02,1.0-a22936.127,5.0 and up
Watch AW-7,TOOLS,4.2,249,3.0M,"50,000+",True,0.0,Everyone,Tools,2018-03-17,2.0,4.3 and up
AW TeamUp,NEWS_AND_MAGAZINES,4.6,9,17M,500+,True,0.0,Everyone,News & Magazines,2018-06-04,1.0.3,4.1 and up
Auction Wars : Storage King,GAME,4.1,29062,63M,"1,000,000+",True,0.0,Everyone,Casino,2017-09-15,2.10,2.3 and up
AW Training,FAMILY,4.6,11,17M,"1,000+",True,0.0,Everyone,Education,2018-07-05,3.3.2,4.0.3 and up
Digital Clock AW-7,TOOLS,4.1,484,2.9M,"100,000+",True,0.0,Everyone,Tools,2018-03-06,2.0,4.3 and up
Analog and Digital Clock AW-7,TOOLS,4.0,202,2.9M,"50,000+",True,0.0,Everyone,Tools,2018-03-15,2.0,4.3 and up
AW Connect,FAMILY,nan,0,26M,10+,True,0.0,Everyone,Education,2018-06-26,3.0.10,4.0.3 and up
Analog Clock AW-7 PRO,TOOLS,3.3,40,2.7M,"1,000+",False,1.99,Everyone,Tools,2018-03-07,2.0,4.3 and up
AW Reader: news & apps [Dutch],NEWS_AND_MAGAZINES,4.1,1948,Varies with device,"100,000+",True,0.0,Everyone,News & Magazines,2018-02-22,Varies with device,Varies with device
AW,FAMILY,nan,0,Varies with device,5+,True,0.0,Everyone 10+,Strategy,2015-08-28,Varies with device,Varies with device
AW CAMERA,TOOLS,nan,2,24M,100+,True,0.0,Everyone,Tools,2018-01-30,3.1.1,2.3 and up
AW Browser with Chrome Custom Tabs,TOOLS,4.0,9,4.7M,500+,True,0.0,Everyone,Tools,2018-05-17,2.7,6.0 and up
Analog and Digital Clock AW-7PRO,TOOLS,nan,4,2.7M,100+,False,1.99,Everyone,Tools,2018-03-15,2.0,4.3 and up
AW Radio,FAMILY,nan,1,1.7M,100+,True,0.0,Teen,Entertainment,2015-06-24,2,2.2 and up
Roman Clock AW-7,TOOLS,4.4,52,3.0M,"5,000+",True,0.0,Everyone,Tools,2018-03-17,2.0,4.3 and up
Square Analog Clock AW-7,TOOLS,4.2,294,3.0M,"50,000+",True,0.0,Everyone,Tools,2018-03-10,2.0,4.3 and up
iSniper 3D Arctic Warfare,GAME,3.8,35572,Varies with device,"1,000,000+",True,0.0,Teen,Arcade,2013-09-04,Varies with device,Varies with device
AirWatch Agent,BUSINESS,3.1,20973,31M,"5,000,000+",True,0.0,Everyone,Business,2018-08-01,8.2.0.84,4.0 and up
Handbreit by a.w.niemeyer,NEWS_AND_MAGAZINES,nan,21,36M,"1,000+",True,0.0,Everyone,News & Magazines,2017-05-31,3.9.4,4.0.3 and up
