a,b,c,d,e,f,g,h,i,j,k,l,m
CN Summer Challenge,FAMILY,3.7,985,49M,"100,000+",True,0.0,Everyone,Entertainment;Brain Games,2018-05-24,1.1,4.4 and up
Teen Titans GO Figure!,FAMILY,4.5,1985,28M,"10,000+",False,3.99,Everyone 10+,Action;Action & Adventure,2018-07-18,1.0.2,5.1 and up
CN Superstar Soccer: Goal!!!,FAMILY,4.1,3863,41M,"100,000+",False,2.99,Everyone,Sports;Action & Adventure,2018-05-24,1.1.1,4.1 and up
Teeny Titans - Teen Titans Go!,FAMILY,4.6,20463,25M,"100,000+",False,3.99,Everyone 10+,Strategy;Action & Adventure,2018-07-18,1.2.1,4.1 and up
CN Sayin' - Cartoon Network,FAMILY,4.5,85,25M,"10,000+",True,0.0,Everyone,Entertainment,2018-03-27,1.22,4.4 and up
Cartoon Network Match Land,FAMILY,4.7,21979,38M,"1,000,000+",True,0.0,Everyone,Puzzle,2018-07-09,1.1.3,5.1 and up
Card Wars Kingdom,FAMILY,4.3,920571,28M,"10,000,000+",True,0.0,Everyone 10+,Card;Action & Adventure,2017-01-17,1.0.10,4.0.3 and up
Wrecker's Revenge - Gumball,FAMILY,4.3,2263,55M,"100,000+",True,0.0,Everyone,Puzzle;Action & Adventure,2017-09-21,14.15,4.3 and up
Super Slime Blitz - Gumball,FAMILY,4.6,5395,58M,"500,000+",True,0.0,Everyone,Arcade;Action & Adventure,2018-05-24,1.2.0,4.0.3 and up
Blamburger - Clarence,FAMILY,4.1,30444,27M,"1,000,000+",True,0.0,Everyone 10+,Arcade;Action & Adventure,2015-10-26,1.0.5,4.3 and up
Free Fur All – We Bare Bears,FAMILY,4.2,256916,25M,"10,000,000+",True,0.0,Everyone,Arcade;Action & Adventure,2015-10-08,1.0.4,4.0 and up
Sky Streaker - Gumball,GAME,4.3,37513,31M,"5,000,000+",True,0.0,Everyone,Arcade,2015-12-07,4.0,2.3 and up
Just A Regular Arcade,GAME,4.2,40847,94M,"1,000,000+",True,0.0,Everyone,Action,2016-01-08,3.1.0,2.3.3 and up
Soundtrack Attack,FAMILY,4.3,96045,25M,"5,000,000+",True,0.0,Everyone,Action;Action & Adventure,2016-07-26,1.0.4,4.1 and up
[adult swim],FAMILY,3.6,21433,21M,"1,000,000+",True,0.0,Mature 17+,Entertainment,2018-05-29,3.0.1805181047,5.0 and up
Ben 10: Alien Experience,FAMILY,4.2,82005,45M,"10,000,000+",True,0.0,Everyone 10+,Action;Action & Adventure,2017-10-24,1.2.1,4.4 and up
MagiMobile – Mighty Magiswords,FAMILY,4.2,120035,45M,"5,000,000+",True,0.0,Everyone,Entertainment;Action & Adventure,2018-01-04,1.0.11,4.1 and up
Dreamland Arcade - Steven Universe,GAME,4.0,6386,24M,"500,000+",True,0.0,Everyone,Arcade,2017-11-19,0.99,5.1 and up
Surely You Quest - Magiswords,FAMILY,4.6,43314,83M,"1,000,000+",True,0.0,Everyone 10+,Role Playing;Action & Adventure,2017-06-20,1.0.2,4.1 and up
Adventure Time Run,GAME,4.3,24628,88M,"1,000,000+",True,0.0,Everyone,Action,2018-07-26,1.25.396,4.4 and up
Glitch Fixers: Powerpuff Girls,GAME,4.4,39698,51M,"5,000,000+",True,0.0,Everyone,Arcade,2016-12-01,1.0.0,4.1 and up
StirFry Stunts - We Bare Bears,GAME,4.5,121533,63M,"10,000,000+",True,0.0,Everyone,Arcade,2016-03-24,1.0.0,2.3.3 and up
Burrito Bash – We Bare Bears,FAMILY,4.3,10776,21M,"1,000,000+",True,0.0,Everyone,Arcade;Action & Adventure,2017-10-26,3.4,4.1 and up
LEGO® TV,FAMILY,3.7,17250,7.2M,"1,000,000+",True,0.0,Everyone 10+,Entertainment;Music & Video,2018-08-04,4.0.2,5.0 and up
Boomerang,FAMILY,4.2,13519,51M,"1,000,000+",True,0.0,Everyone,Entertainment;Music & Video,2018-07-27,2.18,5.0 and up
We Bare Bears Match3 Repairs,FAMILY,4.7,39153,98M,"1,000,000+",True,0.0,Everyone,Puzzle,2018-07-25,1.1.7,4.1 and up
Champions and Challengers - Adventure Time,FAMILY,4.6,51973,27M,"1,000,000+",True,0.0,Everyone,Role Playing,2018-08-02,1.2.5,4.4 and up
Ski Safari: Adventure Time,FAMILY,4.5,48754,9.3M,"100,000+",False,0.99,Everyone,Arcade;Action & Adventure,2014-10-07,1.5.2,2.3 and up
Block Survival Craft:The Story,FAMILY,4.1,7046,87M,"500,000+",True,0.0,Everyone 10+,Puzzle,2017-10-12,0.2.7,4.0.3 and up
"What's Up, Snoopy? - Peanuts",FAMILY,4.5,773,55M,"100,000+",True,0.0,Everyone,Arcade;Action & Adventure,2017-08-22,1.0.1,5.1 and up
DisneyNOW – TV Shows & Games,FAMILY,4.3,82499,Varies with device,"5,000,000+",True,0.0,Everyone,Entertainment;Music & Video,2018-07-05,Varies with device,4.4 and up
Rockstars of Ooo,FAMILY,3.4,642,26M,"10,000+",False,1.99,Everyone 10+,Arcade;Action & Adventure,2015-08-11,1.0.2,2.3.3 and up
Pokémon TV,FAMILY,4.2,117461,Varies with device,"5,000,000+",True,0.0,Everyone,Entertainment;Music & Video,2018-06-29,Varies with device,Varies with device
Angelo Rules - Crazy day,GAME,3.9,108336,62M,"1,000,000+",True,0.0,Everyone,Adventure,2016-06-27,4.0.01,4.4 and up
Flipped Out! - Powerpuff Girls,FAMILY,4.4,412,22M,"10,000+",False,2.99,Everyone 10+,Action;Action & Adventure,2016-06-30,1.0.2,4.0 and up
Adventure Time Game Wizard,GAME,4.1,4107,40M,"50,000+",False,4.99,Everyone,Adventure,2015-07-16,1.2.0,4.1 and up
Best Park in the Universe,GAME,4.3,3904,5.5M,"10,000+",False,2.99,Everyone 10+,Action,2014-09-10,1.2.1,4.0 and up
Formula Cartoon All Stars,FAMILY,3.9,1213,18M,"10,000+",False,2.99,Everyone,Racing;Action & Adventure,2015-06-25,4.1.2,2.3.3 and up
Multicraft Miner Exploration,GAME,4.0,14563,74M,"1,000,000+",True,0.0,Everyone 10+,Adventure,2017-12-22,0.6.49,4.1 and up
CN TV Canal 3 - Cable Netword,FAMILY,nan,5,16M,"1,000+",True,0.0,Everyone,Entertainment,2018-02-10,2.0,4.0.3 and up
CN Resident,FAMILY,5.0,1,64M,100+,True,0.0,Everyone,Entertainment,2017-05-22,40.10,4.1 and up
Little Lovely Dentist,FAMILY,4.2,17786,16M,"1,000,000+",True,0.0,Everyone,Casual,2018-05-14,1.1.8,4.0 and up
Foods Co,SHOPPING,4.3,199,25M,"10,000+",True,0.0,Everyone,Shopping,2018-08-02,14.2.1,5.0 and up
AND CO,FINANCE,4.5,175,12M,"10,000+",True,0.0,Everyone,Finance,2018-08-03,2.2.0,5.0 and up
Tetrobot and Co.,FAMILY,4.5,709,18M,"5,000+",False,2.99,Everyone,Puzzle,2015-04-20,1.1.2,2.3 and up
Brit + Co,LIFESTYLE,3.9,987,4.5M,"10,000+",True,0.0,Everyone,Lifestyle,2017-08-29,2.0.4,4.0 and up
Wuwu & Co.,FAMILY,nan,9,77M,100+,False,2.99,Everyone,Books & Reference;Creativity,2017-03-22,2.49,4.1 and up
Dots & Co: A Puzzle Adventure,FAMILY,4.5,81001,85M,"1,000,000+",True,0.0,Everyone,Puzzle,2018-04-27,2.15.2,4.1 and up
AppClose - The #1 FREE Co-Parenting App,PARENTING,3.5,159,85M,"10,000+",True,0.0,Everyone,Parenting,2018-07-31,2.1.23,4.4 and up
Co-op CRS,LIFESTYLE,3.6,581,26M,"100,000+",True,0.0,Everyone,Lifestyle,2018-03-04,2.4.3,4.4 and up
Co Checker,TOOLS,1.9,12,2.0M,"1,000+",True,0.0,Everyone,Tools,2017-10-20,1.8.6,4.3 and up
VCalendar - VenkatRama and Co,LIFESTYLE,4.3,87,3.9M,"10,000+",True,0.0,Everyone,Lifestyle,2018-03-16,1.2,4.1 and up
Feeder.co,NEWS_AND_MAGAZINES,3.2,77,11M,"5,000+",True,0.0,Everyone,News & Magazines,2018-03-12,2.2.7,4.2 and up
Co-op Connections,SHOPPING,1.6,8,18M,"1,000+",True,0.0,Everyone,Shopping,2018-05-03,1.5,4.1 and up
mail.co.uk Mail,COMMUNICATION,4.2,21,8.7M,"5,000+",True,0.0,Everyone,Communication,2018-07-24,1.1.0,4.0.3 and up
Aquarium Co-Op Podcast,LIFESTYLE,4.9,206,3.9M,"1,000+",True,0.0,Everyone,Lifestyle,2017-06-20,2.3.13,4.2 and up
MobileBiz Co - Cloud Invoice,BUSINESS,4.4,373,4.0M,"10,000+",True,0.0,Everyone,Business,2018-02-16,1.3.4,2.0 and up
Supermarket Cashier Kids Games,FAMILY,3.6,32416,Varies with device,"1,000,000+",True,0.0,Everyone,Educational,2017-07-10,Varies with device,Varies with device
Co-op Taxi,MAPS_AND_NAVIGATION,3.4,168,53M,"10,000+",True,0.0,Everyone,Maps & Navigation,2018-05-01,3.19.34,5.0 and up
Alex & Co Quiz,GAME,nan,9,4.9M,"1,000+",True,0.0,Everyone,Trivia,2018-04-15,1.2,4.1 and up
Them Bombs: co-op board game play with 2-4 friends,GAME,4.7,8038,52M,"100,000+",True,0.0,Teen,Board,2018-07-12,1.4.1,4.1 and up
REI Co-op Mastercard,FINANCE,2.9,320,23M,"10,000+",True,0.0,Everyone,Finance,2018-06-14,2.13.11,4.4 and up
Websites.co.in Instant Website,BUSINESS,4.3,327,13M,"10,000+",True,0.0,Everyone,Business,2018-06-25,1.48,4.1 and up
Co-op Credit Union on the Go,FINANCE,4.4,5,30M,"1,000+",True,0.0,Everyone,Finance,2018-04-25,18.1.79,5.0 and up
Hashtags For Likes.co,SOCIAL,4.3,420,18M,"50,000+",True,0.0,Everyone,Social,2016-12-19,1.1,4.0.3 and up
Chinese Chess ( Xiangqi Free ),GAME,4.6,963,4.1M,"50,000+",True,0.0,Everyone,Board,2017-04-18,1.1.1,2.3 and up
Krypton by krypt.co,PRODUCTIVITY,4.6,38,13M,"1,000+",True,0.0,Everyone,Productivity,2018-07-17,2.4.0,6.0 and up
Chinese Chess / Co Tuong,GAME,4.2,6947,20M,"500,000+",True,0.0,Everyone,Board,2017-10-25,2.7.7,2.3 and up
Fayr - Co-Parenting Simplified,PRODUCTIVITY,3.5,16,21M,"1,000+",True,0.0,Everyone,Productivity,2018-07-20,1.5.1,5.0 and up
Co-Dependents Anonymous,LIFESTYLE,nan,0,12M,500+,True,0.0,Everyone,Lifestyle,2018-02-28,1.0.1,4.1 and up
Sprig by CO-OP,FINANCE,2.9,252,18M,"10,000+",True,0.0,Everyone,Finance,2017-10-11,1.4.1033,4.1 and up
Good&Co: Career match tests,BUSINESS,4.4,26572,41M,"1,000,000+",True,0.0,Everyone,Business,2018-07-24,2.9.1,4.1 and up
Central Bank and Trust Co.,FINANCE,4.7,65,12M,"5,000+",True,0.0,Everyone,Finance,2018-06-12,5.9.1.0,5.0 and up
Soo Co-op Mobile Banking,FINANCE,4.5,159,14M,"1,000+",True,0.0,Everyone,Finance,2017-09-12,4.2.87,4.0.3 and up
Co-Optima Mobile,FINANCE,4.4,218,Varies with device,"10,000+",True,0.0,Everyone,Finance,2017-06-08,Varies with device,Varies with device
SharedCare™ Co-parenting,PARENTING,2.0,23,Varies with device,100+,False,4.59,Everyone,Parenting,2016-06-19,3.0.3,4.0 and up
Holl & Co Barbers,LIFESTYLE,4.7,12,6.0M,500+,True,0.0,Everyone,Lifestyle,2018-02-26,4.9.940,4.0 and up
Call of Mini™ Zombies 2,GAME,4.4,248417,17M,"5,000,000+",True,0.0,Teen,Arcade,2015-02-10,2.1.3,2.3.3 and up
Grenada Co-operative Bank,FINANCE,4.4,137,400k,"10,000+",True,0.0,Everyone,Finance,2013-06-26,2.4.3,1.6 and up
Dungeon Legends - PvP Action MMO RPG Co-op Games,FAMILY,4.4,102215,42M,"1,000,000+",True,0.0,Teen,Role Playing,2018-06-25,3.10,4.0.3 and up
CO CASE Events,FAMILY,nan,0,54M,100+,True,0.0,Everyone,Education,2018-01-30,1.3,4.1 and up
Permit Test CO Colorado DMV,FAMILY,4.5,41,11M,"1,000+",True,0.0,Everyone,Education,2017-06-15,2.6.5,4.1 and up
"Chinese Chess 3D Online (Xiangqi, 象棋, co tuong)",GAME,3.5,23,37M,"1,000+",False,0.99,Everyone,Board,2017-12-27,2.2.1,4.1 and up
2-Player Co-op Zombie Shoot,GAME,4.2,33,13M,"1,000+",True,0.0,Teen,Action,2018-07-01,1.0.13,2.3 and up
Camping and Co - Camping in Europe,TRAVEL_AND_LOCAL,3.7,19,6.5M,"1,000+",True,0.0,Everyone,Travel & Local,2018-04-17,1.2.3,4.1 and up
Remote | Fire TV | Android TV | KODI | CetusPlay,TOOLS,4.4,15911,16M,"1,000,000+",True,0.0,Everyone,Tools,2018-06-30,4.1.8.1,4.1 and up
Comboios de Portugal,MAPS_AND_NAVIGATION,3.4,1147,19M,"100,000+",True,0.0,Everyone,Maps & Navigation,2018-05-28,1.0.3.8,4.0.3 and up
CP Dialer,SOCIAL,4.3,64,3.3M,"50,000+",True,0.0,Teen,Social,2018-03-22,2.9.0,4.1 and up
CP Federal Mobile,FINANCE,3.6,180,35M,"10,000+",True,0.0,Everyone,Finance,2017-10-06,7.0.7-qa003-prod,4.2 and up
Cestovné poriadky CP,MAPS_AND_NAVIGATION,4.6,2681,6.3M,"100,000+",True,0.0,Everyone,Maps & Navigation,2017-09-25,1.2.0,4.0.3 and up
CP Channel,FAMILY,4.6,7,12M,500+,True,0.0,Everyone 10+,Education,2018-03-21,1.1.0,4.1 and up
CP Clicker,LIFESTYLE,4.2,251,5.0M,"10,000+",True,0.0,Everyone,Lifestyle,2018-03-22,3.3.003,4.1 and up
Evolution CP & IV Calculator for pokemon,FAMILY,4.3,9465,43M,"500,000+",True,0.0,Everyone,Entertainment,2018-07-08,0.4.6,4.4 and up
CP Creepypasta,FAMILY,3.8,128,2.9M,"10,000+",True,0.0,Teen,Entertainment,2016-07-11,1.0.2,4.0.3 and up
Hercules CP Mobile,TOOLS,1.4,20,4.1M,"1,000+",True,0.0,Everyone,Tools,2018-07-06,2.1.5,4.3 and up
Cerebral Palsy,MEDICAL,4.4,38,8.5M,"1,000+",True,0.0,Everyone,Medical,2014-07-30,2,3.0 and up
"Speak quietly: Autism, CP",MEDICAL,nan,6,7.0M,"1,000+",True,0.0,Everyone,Medical,2016-07-30,5.0,3.0 and up
CP RACING 2 FREE,FAMILY,4.0,4607,19M,"100,000+",True,0.0,Everyone,Simulation,2018-03-12,3,4.0 and up
CP-Care Mobile,FAMILY,nan,1,16M,10+,True,0.0,Everyone,Education,2018-06-20,1,4.0 and up
CP ToolBox,BUSINESS,4.6,70,14M,"1,000+",True,0.0,Everyone,Business,2015-02-11,1.9.3,2.3.3 and up
"Talking Pictures: Autism, CP",MEDICAL,3.9,22,801k,"5,000+",True,0.0,Everyone,Medical,2017-03-06,1.14,3.0 and up
CP HAPPS - Pittsburgh Events,LIFESTYLE,3.8,85,5.6M,"5,000+",True,0.0,Teen,Lifestyle,2015-03-06,1.18.10,4.0.3 and up
Poke Genie - Safe IV Calculator,TOOLS,4.7,92958,36M,"1,000,000+",True,0.0,Everyone,Tools,2018-07-27,1.13.0,5.0 and up
IV Calc CP Calculator Toolkit,TOOLS,4.2,242,3.2M,"10,000+",True,0.0,Everyone,Tools,2016-10-06,1.3,4.2 and up
CP Plus Showcase,BUSINESS,4.3,236,7.0M,"50,000+",True,0.0,Everyone,Business,2018-03-09,1.0.4,4.0 and up
CP Calculator,FAMILY,4.1,187,2.9M,"10,000+",True,0.0,Everyone,Entertainment,2016-09-13,3.21,4.1 and up
iTooch Mathématiques CP,FAMILY,4.3,1018,35M,"100,000+",True,0.0,Everyone,Education;Education,2017-06-28,4.6.2,4.0.3 and up
gCMOB,TOOLS,4.2,7935,21M,"1,000,000+",True,0.0,Everyone,Tools,2018-01-08,2.4.7,3.0 and up
CP Connect 2.0,PRODUCTIVITY,nan,0,5.8M,500+,True,0.0,Everyone,Productivity,2017-08-17,3.9.4,4.0.3 and up
Evolution CP,FAMILY,3.6,13,4.7M,500+,True,0.0,Everyone,Entertainment,2016-09-04,1.0.2,4.0.3 and up
IV Go（get IV for Pokemon）,GAME,4.6,132282,20M,"1,000,000+",True,0.0,Everyone,Adventure,2018-07-31,15.0,4.1 and up
CP Smart Check List,PERSONALIZATION,nan,1,3.9M,10+,True,0.0,Everyone,Personalization,2017-08-14,0.0.1,4.1 and up
Ditto CP Calculator GO,TOOLS,4.3,34,12M,"1,000+",True,0.0,Everyone,Tools,2018-02-25,1.9,4.0.3 and up
Foothills CP,FAMILY,5.0,4,7.8M,100+,True,0.0,Teen,Education,2018-06-25,3.8.0,4.1 and up
CP Installer App,BUSINESS,5.0,4,24M,100+,True,0.0,Everyone,Business,2018-07-24,5.1.1,4.1 and up
CP Trivia,GAME,5.0,5,12M,100+,True,0.0,Everyone,Trivia,2018-08-06,0.99,5.0 and up
CP Ready,BUSINESS,4.5,56,Varies with device,"1,000+",True,0.0,Everyone,Business,2018-03-05,6.4.16,4.0 and up
CP Surprise,LIFESTYLE,3.8,2548,4.9M,"100,000+",True,0.0,Everyone,Lifestyle,2018-01-30,4.4.2,4.1 and up
Evolve CP Calc. for PokemonGo,TOOLS,3.9,116,3.3M,"10,000+",True,0.0,Everyone,Tools,2016-12-18,2.6,4.4 and up
CP Cloud,BUSINESS,nan,3,5.4M,100+,True,0.0,Everyone,Business,2018-07-24,2.5,4.4 and up
GO CP Evolution Calculator,FAMILY,nan,5,2.4M,100+,True,0.0,Everyone,Entertainment,2017-01-29,1.0,4.0.3 and up
ClanPlay: Community and Tools for Gamers,COMMUNICATION,4.8,34443,27M,"1,000,000+",True,0.0,Teen,Communication,2018-06-28,1.14.3,5.0 and up
CP Calculator - Poke Go Calc,FAMILY,4.1,7,22M,500+,True,0.0,Everyone,Entertainment,2016-09-17,1.1,4.2 and up
Contents Provider(C.P.)Explorer,TOOLS,4.0,1,1.2M,100+,True,0.0,Everyone,Tools,2018-06-20,5.0,3.0 and up
Cp Calculator for Evolution:GO,FAMILY,4.8,124,2.5M,500+,True,0.0,Everyone,Entertainment,2016-08-23,1.2,4.2 and up
Calcy IV,TOOLS,4.8,36557,14M,"1,000,000+",True,0.0,Everyone,Tools,2018-08-03,2.51f,5.0 and up
CP Brown English-Telugu Dictionary,FAMILY,4.4,8,6.8M,500+,True,0.0,Everyone,Education,2017-11-10,3.0,4.0 and up
CP Parquet,LIFESTYLE,nan,2,1.2M,100+,True,0.0,Everyone,Lifestyle,2016-05-11,1.0.2,4.0 and up
CP evolution calculator Pokemo,FAMILY,4.1,78,787k,"10,000+",True,0.0,Everyone,Educational,2017-02-26,1.3,4.1 and up
C.P. CERVANTES (TOBARRA),SOCIAL,nan,0,4.9M,5+,True,0.0,Everyone,Social,2018-07-24,8.2,4.0.3 and up
Sporting CP Keyboard Theme,SPORTS,nan,45,5.3M,"5,000+",True,0.0,Everyone,Sports,2017-10-24,1.0,4.0 and up
Meu Calendário CP,TOOLS,nan,37,6.5M,100+,True,0.0,Everyone,Tools,2018-08-05,1.55.4,4.0.3 and up
Crusaders Quest,FAMILY,4.4,475020,69M,"5,000,000+",True,0.0,Everyone 10+,Role Playing,2018-07-26,4.7.0.KG,4.1 and up
CQ Hotels,TRAVEL_AND_LOCAL,4.3,15,14M,"10,000+",True,0.0,Everyone,Travel & Local,2018-07-06,5.4.13,4.4 and up
CQ,NEWS_AND_MAGAZINES,3.7,7,3.4M,"1,000+",True,0.0,Everyone 10+,News & Magazines,2018-05-18,1.0.11,4.0.3 and up
Curio Quest,FAMILY,4.3,59152,50M,"1,000,000+",True,0.0,Everyone 10+,Role Playing,2018-03-29,1.14.00,4.0.3 and up
CQ-Mobile,COMMUNICATION,nan,10,8.1M,"1,000+",True,0.0,Everyone,Communication,2016-11-28,5.5.0,4.0 and up
CQ Key,TOOLS,nan,0,1.7M,100+,True,0.0,Everyone,Tools,2018-04-26,1.03,4.0 and up
Sabbath School 4,FAMILY,4.3,2871,18M,"100,000+",True,0.0,Everyone,Education,2015-05-08,1.6,2.3.3 and up
CQ Mobile,FINANCE,2.7,36,18M,"1,000+",True,0.0,Everyone,Finance,2018-07-10,Varies with device,Varies with device
Cardinal Quest 2,FAMILY,4.4,19207,36M,"100,000+",True,0.0,Everyone,Role Playing,2016-09-19,1.19,2.3 and up
CQ-Alert,COMMUNICATION,nan,3,8.1M,500+,True,0.0,Everyone,Communication,2016-11-28,5.5.0,4.0 and up
SDA Collegiate Quarterly,BOOKS_AND_REFERENCE,4.5,8,5.1M,500+,True,0.0,Everyone,Books & Reference,2018-07-13,1.2,4.4 and up
CQ SIGNAL PRO 5,FINANCE,nan,0,1.6M,10+,True,0.0,Everyone,Finance,2017-04-17,4.0,4.1 and up
CQ: Lost In Transmission,GAME,4.2,4,61M,10+,True,0.0,Everyone,Action,2018-05-13,1.1,4.4 and up
HR Team CQ Region Ed Qld,BUSINESS,nan,0,4.1M,500+,True,0.0,Everyone,Business,2018-01-12,3.8,4.0.3 and up
Roll Call News,NEWS_AND_MAGAZINES,3.7,24,10M,"5,000+",True,0.0,Everyone,News & Magazines,2015-12-24,1.1,4.1 and up
UFO-CQ,TOOLS,nan,1,237k,10+,False,0.99,Everyone,Tools,2016-07-04,NaN,2.0 and up
CQ ESPM,BUSINESS,5.0,2,3.4M,5+,True,0.0,Everyone,Business,2017-06-03,1.0.1,4.1 and up
SHUTTLLS CQ - Connect Ride Go,TRAVEL_AND_LOCAL,nan,0,18M,5+,True,0.0,Everyone,Travel & Local,2018-04-26,4.6.2100,4.3 and up
QRZ Assistant,COMMUNICATION,4.2,1044,3.5M,"100,000+",True,0.0,Everyone,Communication,2018-05-30,2.0,4.4 and up
Palavras la cq,GAME,3.9,783,3.4M,"100,000+",True,0.0,Everyone,Trivia,2014-10-18,1.0,2.3.3 and up
CQ Ukraine,PRODUCTIVITY,nan,0,9.1M,10+,True,0.0,Everyone,Productivity,2018-06-25,1.17.0,4.1 and up
Pocket Prefix Plus,COMMUNICATION,4.5,192,15M,"10,000+",True,0.0,Everyone,Communication,2018-02-12,v2.6.0,3.0 and up
CQ Electrical Group,PRODUCTIVITY,nan,0,14M,1+,True,0.0,Everyone,Productivity,2018-07-19,1.0.0,4.1 and up
10 WPM Amateur ham radio CW Morse code trainer,COMMUNICATION,3.5,10,3.8M,100+,False,1.49,Everyone,Communication,2018-05-12,2.1.4,2.1 and up
Sabbath School,BOOKS_AND_REFERENCE,4.7,28237,10M,"100,000+",True,0.0,Everyone,Books & Reference,2018-04-22,3.2.994,4.0.3 and up
Gunship Modern Combat 3D,GAME,4.2,3247,26M,"500,000+",True,0.0,Teen,Action,2017-07-25,1.05,2.3 and up
Gun Simulator - Gun Games,FAMILY,4.4,134,Varies with device,"10,000+",True,0.0,Teen,Simulation,2018-02-24,Varies with device,4.0.3 and up
ClanManagerTT2,FAMILY,4.7,55,3.3M,"1,000+",True,0.0,Everyone,Casual,2018-07-24,2.2.9,4.4 and up
Christian Questions Podcast,FAMILY,4.6,222,15M,"10,000+",True,0.0,Everyone,Education,2018-03-28,2.8,4.0.3 and up
Sniper Killer Shooter,GAME,4.0,119368,19M,"10,000,000+",True,0.0,Teen,Action,2017-02-21,1.1.4,2.3 and up
25WPM Amateur ham radio Koch CW Morse code trainer,TOOLS,nan,0,3.7M,10+,False,1.49,Everyone,Tools,2018-05-18,2.0.3,2.1 and up
QST,FAMILY,2.5,706,Varies with device,"10,000+",True,0.0,Everyone,Education,2018-03-14,Varies with device,Varies with device
Cypress College Library,BOOKS_AND_REFERENCE,nan,0,2.1M,100+,True,0.0,Everyone,Books & Reference,2015-12-07,4.7.2,1.6 and up
Create My App,BUSINESS,nan,0,11M,10+,True,0.0,Everyone,Business,2018-04-24,1.0.5,4.1 and up
Snowboard Racing Free Fun Game,GAME,3.8,4552,43M,"100,000+",True,0.0,Everyone,Racing,2016-10-26,1.4.0,2.3.3 and up
theCut,LIFESTYLE,4.7,499,6.9M,"50,000+",True,0.0,Everyone,Lifestyle,2018-05-10,1.2.7,4.1 and up
الفاتحون Conquerors,FAMILY,4.5,108130,40M,"5,000,000+",True,0.0,Teen,Strategy,2018-08-03,1.8.0,4.0 and up
Toughest Game Ever 2,GAME,4.6,293086,Varies with device,"5,000,000+",True,0.0,Everyone,Action,2015-10-22,8.1,4.0.3 and up
RIDE ZERO,GAME,4.6,8778,36M,"100,000+",True,0.0,Teen,Music,2018-01-02,1.3.1,4.3 and up
CricQuick,SPORTS,5.0,17,1.5M,50+,True,0.0,Everyone,Sports,2017-12-08,1.0,4.0.3 and up
Next Island: Dino Village,FAMILY,3.9,29,37M,"1,000+",True,0.0,Everyone 10+,Casual,2018-05-04,1.0,5.0 and up
iReadMe,PRODUCTIVITY,5.0,8,22M,100+,True,0.0,Everyone,Productivity,2018-03-06,1.5,4.4 and up
Global Shop,BUSINESS,nan,0,3.3M,50+,True,0.0,Everyone,Business,2018-02-23,1.1.0,4.0 and up
Webmail web mobile app,TOOLS,2.3,395,2.6M,"100,000+",True,0.0,Everyone,Tools,2018-08-05,4.2,4.1 and up
QC,FAMILY,nan,4,34M,100+,True,0.0,Everyone,Puzzle,2016-10-05,1.0,4.0.3 and up
Traffic Info and Traffic Alert,MAPS_AND_NAVIGATION,3.6,695,2.9M,"100,000+",True,0.0,Everyone,Maps & Navigation,2018-01-28,5.3,4.0 and up
Color Quartets,FAMILY,4.0,42,12M,"1,000+",True,0.0,Everyone,Casual,2016-11-15,1.46,4.0 and up
Ham Radio Prefixes,COMMUNICATION,3.7,218,3.7M,"10,000+",True,0.0,Everyone,Communication,2014-07-12,1.12,2.3 and up
Battle Result Predictor for CR,TOOLS,4.2,7063,17M,"1,000,000+",True,0.0,Everyone,Tools,2017-02-04,1.3.0,4.1 and up
Deck Advisor for CR,TOOLS,4.1,37975,23M,"5,000,000+",True,0.0,Everyone,Tools,2017-02-02,1.4.0,4.1 and up
Card Creator for CR,TOOLS,4.4,117850,17M,"10,000,000+",True,0.0,Everyone,Tools,2018-05-19,1.8.0,4.1 and up
CR & CoC Private Server - Clash Barbarians PRO,FAMILY,4.6,167974,5.0M,"500,000+",True,0.0,Everyone,Entertainment,2018-07-27,Gratis,4.0.3 and up
Deck Analyzer for CR,TOOLS,4.2,2630,18M,"100,000+",True,0.0,Everyone,Tools,2017-02-02,1.3.0,4.1 and up
Chest Simulator for Clash Royale,FAMILY,4.4,4756,33M,"100,000+",True,0.0,Everyone,Simulation,2018-07-19,1.1.9,4.1 and up
Clash Soundboard For CR & COC,FAMILY,4.3,13,26M,500+,True,0.0,Everyone,Entertainment,2018-01-03,1.1,4.0.3 and up
Quiz for Clash Royale™,FAMILY,4.0,3788,32M,"100,000+",True,0.0,Everyone,Entertainment,2018-07-18,3.0.1,4.1 and up
CR Blue Icon Pack,PERSONALIZATION,4.5,323,38M,"10,000+",True,0.0,Everyone,Personalization,2014-12-04,1.03,2.3.3 and up
Chest Calculator for CR,FAMILY,3.9,14754,21M,"1,000,000+",True,0.0,Everyone 10+,Entertainment,2018-07-22,1.8.1,4.1 and up
Ultimate Calculator for CR,PRODUCTIVITY,3.7,7389,41M,"500,000+",True,0.0,Everyone,Productivity,2017-03-15,1.0.4,4.0 and up
DCUO|CR Calculator Pro,TOOLS,4.6,82,1.7M,500+,False,0.99,Everyone,Tools,2017-08-14,3.3,3.0 and up
Servidor Privado CR y CoC - Royale Servers PRO,TOOLS,nan,55,4.3M,100+,False,1.99,Everyone,Tools,2017-12-24,1.0.3,2.3 and up
Stats CR Clan for Clash Royale,FAMILY,3.8,16,9.9M,100+,True,0.0,Everyone,Entertainment,2018-07-25,1.2.9,4.1 and up
